time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max,city,latitude,longitude
2024-10-04,19.9,14.9,17.4,1.2,1.2,0.0,26.2,Chicago,41.8781,-87.6298
2024-10-05,26.2,14.7,19.9,0.0,0.0,0.0,34.5,Chicago,41.8781,-87.6298
2024-10-06,23.0,14.1,19.8,0.0,0.0,0.0,33.7,Chicago,41.8781,-87.6298
2024-10-07,18.9,10.2,14.0,0.0,0.0,0.0,17.8,Chicago,41.8781,-87.6298
2024-10-08,22.4,9.4,15.4,0.0,0.0,0.0,19.1,Chicago,41.8781,-87.6298
2024-10-09,18.5,9.3,14.6,0.0,0.0,0.0,18.2,Chicago,41.8781,-87.6298
2024-10-10,19.5,11.9,15.8,0.0,0.0,0.0,15.7,Chicago,41.8781,-87.6298
2024-10-11,28.1,11.6,19.3,0.0,0.0,0.0,26.5,Chicago,41.8781,-87.6298
2024-10-12,19.8,14.2,16.1,18.0,18.0,0.0,28.6,Chicago,41.8781,-87.6298
2024-10-13,18.5,10.5,14.5,0.8,0.8,0.0,37.4,Chicago,41.8781,-87.6298
2024-10-14,11.9,7.1,9.4,2.7,2.7,0.0,37.4,Chicago,41.8781,-87.6298
2024-10-15,9.3,5.6,7.7,5.3,5.0,0.21,39.2,Chicago,41.8781,-87.6298
2024-10-16,12.1,3.5,7.8,0.0,0.0,0.0,23.8,Chicago,41.8781,-87.6298
2024-10-17,16.4,2.9,9.2,0.0,0.0,0.0,17.6,Chicago,41.8781,-87.6298
2024-10-18,18.4,5.8,11.5,0.0,0.0,0.0,20.6,Chicago,41.8781,-87.6298
2024-10-19,20.3,5.8,12.6,0.0,0.0,0.0,16.6,Chicago,41.8781,-87.6298
2024-10-20,24.0,10.1,16.1,0.0,0.0,0.0,21.2,Chicago,41.8781,-87.6298
2024-10-21,25.5,11.6,17.7,0.0,0.0,0.0,20.2,Chicago,41.8781,-87.6298
2024-10-22,22.7,11.7,17.3,0.2,0.2,0.0,28.4,Chicago,41.8781,-87.6298
2024-10-23,17.9,8.1,14.4,0.0,0.0,0.0,23.3,Chicago,41.8781,-87.6298
2024-10-24,17.0,4.2,10.9,0.0,0.0,0.0,20.6,Chicago,41.8781,-87.6298
2024-10-25,18.4,9.6,12.9,21.3,21.3,0.0,20.5,Chicago,41.8781,-87.6298
2024-10-26,12.1,6.9,9.3,0.0,0.0,0.0,19.8,Chicago,41.8781,-87.6298
2024-10-27,13.6,2.8,7.9,0.0,0.0,0.0,12.4,Chicago,41.8781,-87.6298
2024-10-28,17.8,5.9,11.7,0.0,0.0,0.0,26.8,Chicago,41.8781,-87.6298
2024-10-29,25.5,17.6,21.5,0.0,0.0,0.0,34.6,Chicago,41.8781,-87.6298
2024-10-30,24.8,19.0,21.4,0.0,0.0,0.0,35.3,Chicago,41.8781,-87.6298
2024-10-31,20.6,6.6,15.9,4.2,4.2,0.0,39.4,Chicago,41.8781,-87.6298
2024-11-01,10.4,4.1,7.0,0.0,0.0,0.0,26.3,Chicago,41.8781,-87.6298
2024-11-02,12.5,3.9,8.2,0.0,0.0,0.0,18.3,Chicago,41.8781,-87.6298
2024-11-03,17.0,8.5,12.5,1.1,1.1,0.0,31.2,Chicago,41.8781,-87.6298
2024-11-04,20.6,16.3,18.1,9.1,9.1,0.0,35.1,Chicago,41.8781,-87.6298
2024-11-05,20.0,15.1,17.8,32.3,32.3,0.0,38.2,Chicago,41.8781,-87.6298
2024-11-06,14.8,10.5,12.0,0.0,0.0,0.0,16.1,Chicago,41.8781,-87.6298
2024-11-07,13.4,6.0,9.2,0.0,0.0,0.0,15.8,Chicago,41.8781,-87.6298
2024-11-08,14.9,5.9,9.9,0.0,0.0,0.0,20.8,Chicago,41.8781,-87.6298
2024-11-09,12.4,8.0,10.2,0.6,0.6,0.0,22.2,Chicago,41.8781,-87.6298
2024-11-10,16.4,10.0,12.2,3.8,3.8,0.0,38.9,Chicago,41.8781,-87.6298
2024-11-11,13.4,6.8,9.6,0.0,0.0,0.0,30.8,Chicago,41.8781,-87.6298
2024-11-12,8.4,6.7,7.7,0.0,0.0,0.0,28.3,Chicago,41.8781,-87.6298
2024-11-13,10.1,4.9,7.4,7.0,7.0,0.0,19.4,Chicago,41.8781,-87.6298
2024-11-14,13.1,9.4,10.8,13.0,13.0,0.0,15.5,Chicago,41.8781,-87.6298
2024-11-15,11.4,7.0,9.3,0.2,0.2,0.0,10.3,Chicago,41.8781,-87.6298
2024-11-16,11.2,6.3,8.6,0.0,0.0,0.0,16.5,Chicago,41.8781,-87.6298
2024-11-17,14.8,7.8,10.8,2.7,2.7,0.0,15.9,Chicago,41.8781,-87.6298
2024-11-18,14.2,9.6,11.8,10.9,10.9,0.0,25.8,Chicago,41.8781,-87.6298
2024-11-19,16.9,9.4,14.4,2.2,2.2,0.0,27.5,Chicago,41.8781,-87.6298
2024-11-20,8.6,1.2,5.7,2.1,1.8,0.21,24.8,Chicago,41.8781,-87.6298
2024-11-21,4.9,-0.4,1.7,9.4,1.6,5.46,33.4,Chicago,41.8781,-87.6298
2024-11-22,8.4,2.8,5.8,0.0,0.0,0.0,20.6,Chicago,41.8781,-87.6298
2024-11-23,6.5,2.8,4.7,0.0,0.0,0.0,14.4,Chicago,41.8781,-87.6298
2024-11-24,9.1,2.2,5.7,0.0,0.0,0.0,14.3,Chicago,41.8781,-87.6298
2024-11-25,11.1,3.7,8.5,0.5,0.5,0.0,19.9,Chicago,41.8781,-87.6298
2024-11-26,3.0,-3.0,0.5,0.0,0.0,0.0,19.9,Chicago,41.8781,-87.6298
2024-11-27,5.2,1.2,3.1,0.0,0.0,0.0,10.5,Chicago,41.8781,-87.6298
2024-11-28,4.2,-2.1,-0.7,0.1,0.1,0.0,19.8,Chicago,41.8781,-87.6298
2024-11-29,-2.3,-6.1,-4.1,0.0,0.0,0.0,22.3,Chicago,41.8781,-87.6298
2024-11-30,-3.0,-9.6,-6.3,0.0,0.0,0.0,16.4,Chicago,41.8781,-87.6298
2024-12-01,-3.2,-10.1,-6.7,0.0,0.0,0.0,15.8,Chicago,41.8781,-87.6298
2024-12-02,-2.8,-8.9,-6.1,0.0,0.0,0.0,11.9,Chicago,41.8781,-87.6298
2024-12-03,-1.3,-7.6,-4.6,0.0,0.0,0.0,21.1,Chicago,41.8781,-87.6298
2024-12-04,3.4,-5.2,-1.3,0.5,0.3,0.14,33.5,Chicago,41.8781,-87.6298
2024-12-05,-1.6,-11.1,-6.7,0.0,0.0,0.0,28.8,Chicago,41.8781,-87.6298
2024-12-06,-0.8,-9.9,-5.0,0.0,0.0,0.0,17.6,Chicago,41.8781,-87.6298
2024-12-07,6.9,-4.7,1.3,0.0,0.0,0.0,24.5,Chicago,41.8781,-87.6298
2024-12-08,9.9,3.7,6.9,0.0,0.0,0.0,21.8,Chicago,41.8781,-87.6298
2024-12-09,8.8,5.8,7.5,0.1,0.1,0.0,18.7,Chicago,41.8781,-87.6298
2024-12-10,5.4,-1.3,1.0,0.0,0.0,0.0,13.6,Chicago,41.8781,-87.6298
2024-12-11,0.4,-8.5,-2.8,0.7,0.0,0.49,27.0,Chicago,41.8781,-87.6298
2024-12-12,-8.9,-15.1,-11.5,0.0,0.0,0.0,25.9,Chicago,41.8781,-87.6298
2024-12-13,-3.5,-12.2,-7.8,0.0,0.0,0.0,16.1,Chicago,41.8781,-87.6298
2024-12-14,2.7,-4.1,-0.6,7.1,7.1,0.0,23.0,Chicago,41.8781,-87.6298
2024-12-15,7.7,3.0,5.3,3.4,3.4,0.0,24.1,Chicago,41.8781,-87.6298
2024-12-16,11.2,3.2,6.4,1.4,1.4,0.0,21.6,Chicago,41.8781,-87.6298
2024-12-17,4.3,0.1,2.1,0.0,0.0,0.0,19.4,Chicago,41.8781,-87.6298
2024-12-18,1.1,-3.1,-0.4,0.6,0.0,0.42,14.6,Chicago,41.8781,-87.6298
2024-12-19,0.2,-3.2,-1.7,2.0,0.0,1.4,16.0,Chicago,41.8781,-87.6298
2024-12-20,1.0,-4.6,-0.9,2.4,0.2,1.54,27.8,Chicago,41.8781,-87.6298
2024-12-21,-5.1,-9.1,-6.8,0.0,0.0,0.0,15.7,Chicago,41.8781,-87.6298
2024-12-22,-0.2,-9.6,-4.2,0.0,0.0,0.0,20.2,Chicago,41.8781,-87.6298
2024-12-23,4.2,-1.0,1.4,0.7,0.2,0.35,20.5,Chicago,41.8781,-87.6298
2024-12-24,2.7,0.3,1.5,0.0,0.0,0.0,13.1,Chicago,41.8781,-87.6298
2024-12-25,2.8,-0.8,1.4,0.0,0.0,0.0,10.8,Chicago,41.8781,-87.6298
2024-12-26,8.1,2.5,5.1,1.0,1.0,0.0,14.6,Chicago,41.8781,-87.6298
2024-12-27,9.6,5.3,7.1,5.8,5.8,0.0,18.8,Chicago,41.8781,-87.6298
2024-12-28,9.9,6.2,8.6,1.1,1.1,0.0,24.2,Chicago,41.8781,-87.6298
2024-12-29,6.4,2.4,4.7,14.5,14.5,0.0,20.9,Chicago,41.8781,-87.6298
2024-12-30,5.7,0.3,2.7,0.0,0.0,0.0,13.8,Chicago,41.8781,-87.6298
2024-12-31,4.6,0.6,2.8,7.5,7.5,0.0,27.4,Chicago,41.8781,-87.6298
